,title,row2,row3,job_description,skills,row6,link
413,Sr. Analytics Analyst,Boundaryless,"5-8 Yrs
Not disclosed
Bengaluru","Bachelors Degree with 5 years of experience in data analytics, or Masters Degree with 4...","['Customer acquisition', 'Coding', 'Neural networks', 'Project management', 'Business analytics', 'Machine learning', 'Customer retention', 'Predictive modeling']","30+ Days Ago
Save",https://www.naukri.com/job-listings-sr-analytics-analyst-boundaryless-bengaluru-5-to-8-years-210423500086
414,Associate Consultant (Modelling) - Analytic Edge,"Analytic Edge
3.1
16 Reviews","2-4 Yrs
Not disclosed
Bengaluru",". Desired Qualification: . Post graduate degree in Economics, Business, Statistics, Mat...","['Basic', 'Operations research', 'customer analytics', 'Usage', 'Statistical analysis', 'SAS', 'Consulting', 'Industrial engineering']","30+ Days Ago
Save",https://www.naukri.com/job-listings-associate-consultant-modelling-analytic-edge-analytic-edge-pvt-ltd-bengaluru-2-to-4-years-210224501303
415,Consultant ( Modelling ) - Analytic Edge,"Analytic Edge
3.1
16 Reviews","2-4 Yrs
Not disclosed
Bengaluru",". Post graduate degree in Economics, Business, Statistics, Mathematics, Operations Rese...","['Basic', 'Operations research', 'customer analytics', 'Usage', 'Statistical analysis', 'SAS', 'Consulting', 'Industrial engineering']","30+ Days Ago
Save",https://www.naukri.com/job-listings-consultant-modelling-analytic-edge-analytic-edge-pvt-ltd-bengaluru-2-to-4-years-210224501302
416,Lead Consultant ( MMM ) - Analytic Edge,"Analytic Edge
3.1
16 Reviews","4-9 Yrs
Not disclosed
Bengaluru",". Post graduate degree in Economics, Business, Statistics, Mathematics, Operations Rese...","['Operations research', 'Automation', 'customer analytics', 'SAS', 'Project management', 'Analytical', 'Consulting', 'Data collection']","30+ Days Ago
Save",https://www.naukri.com/job-listings-lead-consultant-mmm-analytic-edge-analytic-edge-pvt-ltd-bengaluru-4-to-9-years-210224501300
417,Senior Consultant (MMM) - Analytic Edge,"Analytic Edge
3.1
16 Reviews","4-9 Yrs
Not disclosed
Bengaluru",". Post graduate degree in Economics, Business, Statistics, Mathematics, Operations Rese...","['Operations research', 'Automation', 'customer analytics', 'SAS', 'Project management', 'Analytical', 'Consulting', 'Data collection']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-consultant-mmm-analytic-edge-analytic-edge-pvt-ltd-bengaluru-4-to-9-years-210224501299
418,Power BI Professional,Diverse Lynx,"3-7 Yrs
Not disclosed
Bengaluru",Should be able to develop tabular and multidimensional models that are compatible with ...,"['Translation', 'KPI', 'Analytical', 'power bi', 'Application security', 'Business intelligence', 'Data warehousing', 'Analysis services']","30+ Days Ago
Save",https://www.naukri.com/job-listings-power-bi-professional-diverse-lynx-bengaluru-3-to-7-years-200523500859
419,MACHINE LEARNING RESEARCHER,Knowtified,"1-4 Yrs
Not disclosed
Bengaluru","As a machine learning researcher at Knowtified, you will be at the forefront ...","['data science', 'Machine learning', 'Research', 'Data', 'Machine', 'Science']","30+ Days Ago
Save",https://www.naukri.com/job-listings-machine-learning-researcher-knowtified-bengaluru-1-to-4-years-200224501629
420,Lead Data Scientist,"Reflections Info Systems
1.2
3 Reviews","10-12 Yrs
Not disclosed
Pune, Chennai, Bengaluru, Thiruvananthapuram",8+ years of experience in the data science space - preferably with the end to end autom...,"['Computer vision', 'Automation', 'Team management', 'orchestration', 'data science', 'Project management', 'Artificial Intelligence', 'Machine learning']","30+ Days Ago
Save",https://www.naukri.com/job-listings-lead-data-scientist-reflections-info-systems-pune-chennai-bengaluru-thiruvananthapuram-10-to-12-years-191223501382
421,Senior Data Engineer -Snow flake,"Reflections Info Systems
1.2
3 Reviews","7-8 Yrs
Not disclosed
Pune, Chennai, Bengaluru, Thiruvananthapuram",. Must Have: Bachelors or Masters degree in Computer Science or a related field Must Ha...,"['Computer science', 'Analytical skills', 'Interpersonal skills', 'spark', 'HR', 'AWS', 'Data warehousing', 'Analytics']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-data-engineer-snow-flake-reflections-info-systems-pune-chennai-bengaluru-thiruvananthapuram-7-to-8-years-190224501038
422,Senior Data Engineer,"Reflections Info Systems
1.2
3 Reviews","5-7 Yrs
Not disclosed
Pune, Chennai, Bengaluru, Thiruvananthapuram","Build the infrastructure required for optimal extraction, transformation, and loading o...","['Customer acquisition', 'Backend', 'Infrastructure', 'Apache', 'Business intelligence', 'Data warehousing', 'Distribution system', 'Operations']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-data-engineer-reflections-info-systems-pune-chennai-bengaluru-thiruvananthapuram-5-to-7-years-190224501037
423,AI/ML Engineer,"Loyalytics
4.1
12 Reviews","1-3 Yrs
Not disclosed
Bengaluru",". sufficient, whether we should choose an existing model or pretrain our own existing m...","['Retail', 'Usage', 'Architecture', 'Artificial Intelligence', 'Consulting', 'Machine learning', 'Wellness', 'Natural language processing']","30+ Days Ago
Save",https://www.naukri.com/job-listings-ai-ml-engineer-loyalytics-consulting-bengaluru-1-to-3-years-190124502262
424,Sr Data Scientist,"Target
4.3
559 Reviews","4-8 Yrs
Not disclosed
Bengaluru",". Research or industry experiences in relevant fields such as Information Retrieval, ML...","['Supply chain', 'Data analysis', 'Coding', 'Weaving', 'Merchandising', 'Forecasting', 'Technical documentation', 'SQL']","30+ Days Ago
Save",https://www.naukri.com/job-listings-sr-data-scientist-target-corporation-india-pvt-ltd-bengaluru-4-to-8-years-160224500640
425,Lead Data Scientist,"Target
4.3
559 Reviews","5-9 Yrs
Not disclosed
Bengaluru","Solid modeling skills in Python . Good understanding of search indexing, retrieval, and...","['Electrical engineering', 'Supply chain', 'Solid modeling', 'Data analysis', 'Coding', 'Machine learning', 'SQL', 'Python']","30+ Days Ago
Save",https://www.naukri.com/job-listings-lead-data-scientist-target-corporation-india-pvt-ltd-bengaluru-5-to-9-years-160224500638
426,"Senior Manager, Software Engineering - AI Platform","Docusign
3.1
5 Reviews","12-15 Yrs
Not disclosed
Bengaluru",Be the Engineering leader responsible for executing on our product roadmap using agile ...,"['Computer vision', 'Automation', 'Machine learning', 'Integration testing', 'Agile', 'Deployment', 'test driven development', 'Unit testing']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-manager-software-engineering-ai-platform-docusign-bengaluru-12-to-15-years-150124500695
427,IoT Design Professional,Soc Bridge,"3-7 Yrs
Not disclosed
Bengaluru",Key Responsibilities: . Requirement Analysis: Collaborate with stakeholders to gather a...,"['c++', 'python', 'data management', 'data analytics', 'spi', 'iot', 'microcontroller', 'rtos']","30+ Days Ago
Save",https://www.naukri.com/job-listings-iot-design-professional-socbridge-bengaluru-3-to-7-years-140224501777
428,Senior Machine Learning (ML) Engineer,"Bioclinica
2.9
661 Reviews","5-7 Yrs
Not disclosed
Bengaluru",Advanced Model Types: - Apply your knowledge and practical experience with advanced mod...,"['Computer science', 'Cloud computing', 'Version control', 'Operational excellence', 'GCP', 'Neural networks', 'Analytical', 'Machine learning']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-machine-learning-ml-engineer-bioclinica-bengaluru-5-to-7-years-130923501237
429,Senior Machine Learning (ML) Engineer,"Clario
3.9
24 Reviews","5-7 Yrs
Not disclosed
Bengaluru",Advanced Model Types: - Apply your knowledge and practical experience with advanced mod...,"['Computer science', 'Cloud computing', 'Version control', 'Operational excellence', 'GCP', 'Neural networks', 'Analytical', 'Machine learning']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-machine-learning-ml-engineer-clario-bengaluru-5-to-7-years-130923500302
430,Data Scientist,Xpheno,"3-7 Yrs
Not disclosed
Bengaluru",Requirements:- Master in Statistics/Machine Learning/ Big Data analytics Str...,"['Training', 'deep learning', 'data science', 'Networking', 'GCP', 'big data analytics', 'Machine learning', 'cloud storage']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-xpheno-bengaluru-3-to-7-years-100123500167
431,Data Science Manager,"Ecolab Digital Center (EDC)
3.6
82 Reviews","8-9 Yrs
Not disclosed
Bengaluru","Experience with web analytics, social media analytics, analytics application of cloud c...","['Mining', 'data cleansing', 'Data analysis', 'Web analytics', 'Db2', 'Analytical', 'MySQL', 'Predictive modeling']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-science-manager-ecolab-digital-center-bengaluru-8-to-9-years-090224501841
432,Machine Learning Engineer,"Uniphore Software Systems
3.6
69 Reviews","7-10 Yrs
Not disclosed
Chennai, Bengaluru",Implement AI solutions for batch and online algorithms with automatic performance testi...,"['Automation', 'Data management', 'Talent acquisition', 'Machine learning', 'Performance testing', 'Packaging', 'Python', 'Data']","30+ Days Ago
Save",https://www.naukri.com/job-listings-machine-learning-engineer-uniphore-chennai-bengaluru-7-to-10-years-090124500455
433,Quant Analyst,"Futures First
3.9
87 Reviews","1-2 Yrs
Not disclosed
Bengaluru",Previous experience of working with OHLC market data is preferredKnowledge of data anal...,"['Analytical skills', 'Data analysis', 'Quant Analyst', 'data science', 'data manipulation', 'HTML', 'market data', 'Analytics']","30+ Days Ago
Save",https://www.naukri.com/job-listings-quant-analyst-futures-first-info-services-pvt-ltd-bengaluru-1-to-2-years-080823500943
434,Senior Machine Learning & AI Engineer (Generative AI),"Skypoint Cloud
4.0
20 Reviews","2-5 Yrs
Not disclosed
Bengaluru","2+ years experience in AI, NLP (GPT 5), and ML7+ years experience in Scala or Python fo...","['Hospitality', 'NoSQL', 'Machine learning', 'SCALA', 'Data structures', 'Healthcare', 'Monitoring', 'SQL']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-machine-learning-ai-engineer-generative-ai-sky-point-bengaluru-2-to-5-years-080523501428
435,AI Research Engineer II,"Alphasense
4.2
16 Reviews","5-7 Yrs
Not disclosed
Bengaluru",Requirements: . 5-7 years of experience would be ideal for this position . An expert in...,"['Analytical skills', 'deep learning', 'Equity research', 'Debugging', 'Machine learning', 'Market intelligence', 'Natural language processing', 'Research']","30+ Days Ago
Save",https://www.naukri.com/job-listings-ai-research-engineer-ii-alphasense-bengaluru-5-to-7-years-080224500419
436,Data Engineer,"Usefulbi
4.4
13 Reviews","7-9 Yrs
Not disclosed
Bengaluru","Must have good experience in AWS (Glue, Athena, Redshift, EMR) . Build the infrastructu...","['Customer acquisition', 'SAS', 'Analytical', 'Machine learning', 'Infrastructure', 'Operations', 'AWS', 'Analytics']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-engineer-usefulbi-bengaluru-7-to-9-years-080124501541
437,Data Engineer,"Brillio
3.5
796 Reviews","5-10 Yrs
Not disclosed
Bengaluru",Brillios relentless commitment to providing an exceptional experience to its Brillians ...,"['hive', 'spark core', 'artificial intelligence', 'sql', 'analytics', 'cloud', 'spark streaming', 'coding']","20 Days Ago
Save",https://www.naukri.com/job-listings-data-engineer-brillio-bengaluru-5-to-10-years-050324009535
438,Staff Machine Learning Engineer,"Cloudera, Inc.
4.2
5 Reviews","8-11 Yrs
Not disclosed
Bengaluru","Responsible for helping design, build, and deliver a product that not only accelerates ...","['Product management', 'Computer science', 'Enterprise applications', 'Artificial Intelligence', 'Machine learning', 'Data collection', 'Wellness', 'Data quality']","30+ Days Ago
Save",https://www.naukri.com/job-listings-staff-machine-learning-engineer-cloudera-inc-bengaluru-8-to-11-years-050224500761
